,acousticness,analysis_url,danceability,duration_ms,energy,id,indicator,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
4,0.00103,https://api.spotify.com/v1/audio-analysis/1mpD5Q8IM32I4bF6eCpU74,0.665,157220,0.712,1mpD5Q8IM32I4bF6eCpU74,1.0,0.00342,1,0.102,-7.536,1,0.0527,93.989,4,https://api.spotify.com/v1/tracks/1mpD5Q8IM32I4bF6eCpU74,audio_features,spotify:track:1mpD5Q8IM32I4bF6eCpU74,0.669
5,0.549,https://api.spotify.com/v1/audio-analysis/7FGq80cy8juXBCD2nrqdWU,0.632,170770,0.686,7FGq80cy8juXBCD2nrqdWU,1.0,0.0,6,0.2,-7.665,0,0.243,89.949,4,https://api.spotify.com/v1/tracks/7FGq80cy8juXBCD2nrqdWU,audio_features,spotify:track:7FGq80cy8juXBCD2nrqdWU,0.329
6,0.199,https://api.spotify.com/v1/audio-analysis/5Z3GHaZ6ec9bsiI5BenrbY,0.798,202547,0.539,5Z3GHaZ6ec9bsiI5BenrbY,1.0,1.66e-05,1,0.165,-6.351,1,0.0421,136.949,4,https://api.spotify.com/v1/tracks/5Z3GHaZ6ec9bsiI5BenrbY,audio_features,spotify:track:5Z3GHaZ6ec9bsiI5BenrbY,0.394
7,0.33,https://api.spotify.com/v1/audio-analysis/152lZdxL1OR0ZMW6KquMif,0.736,219080,0.449,152lZdxL1OR0ZMW6KquMif,1.0,0.000162,1,0.0898,-11.462,0,0.425,80.126,4,https://api.spotify.com/v1/tracks/152lZdxL1OR0ZMW6KquMif,audio_features,spotify:track:152lZdxL1OR0ZMW6KquMif,0.326
8,0.051,https://api.spotify.com/v1/audio-analysis/6TqXcAFInzjp0bODyvrWEq,0.901,197573,0.4,6TqXcAFInzjp0bODyvrWEq,1.0,0.0,0,0.0599,-8.575,1,0.126,135.984,4,https://api.spotify.com/v1/tracks/6TqXcAFInzjp0bODyvrWEq,audio_features,spotify:track:6TqXcAFInzjp0bODyvrWEq,0.346
9,0.256,https://api.spotify.com/v1/audio-analysis/7vGuf3Y35N4wmASOKLUVVU,0.52,180823,0.761,7vGuf3Y35N4wmASOKLUVVU,1.0,4.96e-06,4,0.17,-3.093,1,0.0853,141.971,4,https://api.spotify.com/v1/tracks/7vGuf3Y35N4wmASOKLUVVU,audio_features,spotify:track:7vGuf3Y35N4wmASOKLUVVU,0.286
0,0.366,https://api.spotify.com/v1/audio-analysis/3Txcx4jhuiTZSvhAL0WaRc,0.678,243133,0.414,3Txcx4jhuiTZSvhAL0WaRc,,3.78e-06,9,0.0885,-10.144,0,0.0498,130.031,4,https://api.spotify.com/v1/tracks/3Txcx4jhuiTZSvhAL0WaRc,audio_features,spotify:track:3Txcx4jhuiTZSvhAL0WaRc,0.355
1,0.0223,https://api.spotify.com/v1/audio-analysis/19zPT36WogsfBd8HIaUnt4,0.623,269893,0.761,19zPT36WogsfBd8HIaUnt4,,0.000246,0,0.39,-6.084,1,0.0312,99.055,4,https://api.spotify.com/v1/tracks/19zPT36WogsfBd8HIaUnt4,audio_features,spotify:track:19zPT36WogsfBd8HIaUnt4,0.456
2,0.222,https://api.spotify.com/v1/audio-analysis/6UDrfHEnUWI3O03sacM3KO,0.587,175851,0.668,6UDrfHEnUWI3O03sacM3KO,,0.0,8,0.0589,-5.79,0,0.0435,93.974,4,https://api.spotify.com/v1/tracks/6UDrfHEnUWI3O03sacM3KO,audio_features,spotify:track:6UDrfHEnUWI3O03sacM3KO,0.124
3,0.868,https://api.spotify.com/v1/audio-analysis/4QS7XNVxVCEMdsrUPqogTb,0.602,266280,0.181,4QS7XNVxVCEMdsrUPqogTb,,6.69e-05,0,0.0758,-16.743,1,0.0398,88.872,4,https://api.spotify.com/v1/tracks/4QS7XNVxVCEMdsrUPqogTb,audio_features,spotify:track:4QS7XNVxVCEMdsrUPqogTb,0.371
4,0.236,https://api.spotify.com/v1/audio-analysis/3Pz9konqP1wwaXkNagNNT7,0.495,202080,0.437,3Pz9konqP1wwaXkNagNNT7,,0.0,11,0.068,-6.641,0,0.304,203.151,4,https://api.spotify.com/v1/tracks/3Pz9konqP1wwaXkNagNNT7,audio_features,spotify:track:3Pz9konqP1wwaXkNagNNT7,0.599
5,0.00171,https://api.spotify.com/v1/audio-analysis/3RJuptH9QoeJWzHd4ZCI0u,0.403,252954,0.698,3RJuptH9QoeJWzHd4ZCI0u,,0.00126,9,0.256,-5.058,0,0.0357,159.869,4,https://api.spotify.com/v1/tracks/3RJuptH9QoeJWzHd4ZCI0u,audio_features,spotify:track:3RJuptH9QoeJWzHd4ZCI0u,0.0833
6,0.178,https://api.spotify.com/v1/audio-analysis/0ObxUuZOX5GOliEfhGeV6b,0.587,224516,0.657,0ObxUuZOX5GOliEfhGeV6b,,0.0591,4,0.279,-9.04,0,0.0359,93.019,4,https://api.spotify.com/v1/tracks/0ObxUuZOX5GOliEfhGeV6b,audio_features,spotify:track:0ObxUuZOX5GOliEfhGeV6b,0.593
7,0.239,https://api.spotify.com/v1/audio-analysis/6XhnayiqvBCpmzTvbb0bMr,0.732,240840,0.886,6XhnayiqvBCpmzTvbb0bMr,,0.000308,6,0.779,-5.445,0,0.0994,113.498,4,https://api.spotify.com/v1/tracks/6XhnayiqvBCpmzTvbb0bMr,audio_features,spotify:track:6XhnayiqvBCpmzTvbb0bMr,0.602
8,0.24,https://api.spotify.com/v1/audio-analysis/7nOtXCM1w97j4KeBRH2rPj,0.621,209747,0.461,7nOtXCM1w97j4KeBRH2rPj,,0.00133,8,0.12,-7.65,1,0.0713,137.941,4,https://api.spotify.com/v1/tracks/7nOtXCM1w97j4KeBRH2rPj,audio_features,spotify:track:7nOtXCM1w97j4KeBRH2rPj,0.301
9,0.437,https://api.spotify.com/v1/audio-analysis/65NgzrJQYejo06ddrg8tbp,0.718,245600,0.34,65NgzrJQYejo06ddrg8tbp,,0.0223,5,0.0891,-9.004,1,0.0382,85.022,4,https://api.spotify.com/v1/tracks/65NgzrJQYejo06ddrg8tbp,audio_features,spotify:track:65NgzrJQYejo06ddrg8tbp,0.343
10,0.282,https://api.spotify.com/v1/audio-analysis/0TgR7LIWqU4a6vjbnV2peC,0.672,218449,0.552,0TgR7LIWqU4a6vjbnV2peC,,0.00113,5,0.113,-7.579,1,0.0447,134.978,4,https://api.spotify.com/v1/tracks/0TgR7LIWqU4a6vjbnV2peC,audio_features,spotify:track:0TgR7LIWqU4a6vjbnV2peC,0.615
11,0.331,https://api.spotify.com/v1/audio-analysis/7jcbEl0aF56snzoMSiI5pI,0.596,270707,0.554,7jcbEl0aF56snzoMSiI5pI,,0.0862,5,0.126,-7.176,1,0.0266,138.015,4,https://api.spotify.com/v1/tracks/7jcbEl0aF56snzoMSiI5pI,audio_features,spotify:track:7jcbEl0aF56snzoMSiI5pI,0.494
12,0.00513,https://api.spotify.com/v1/audio-analysis/0OLWYUpvxIMWkQtFXKfZ82,0.709,243004,0.475,0OLWYUpvxIMWkQtFXKfZ82,,0.579,6,0.115,-7.067,1,0.031,124.987,4,https://api.spotify.com/v1/tracks/0OLWYUpvxIMWkQtFXKfZ82,audio_features,spotify:track:0OLWYUpvxIMWkQtFXKfZ82,0.389
13,0.0293,https://api.spotify.com/v1/audio-analysis/61qD2suoJ2zp1NQHCiQdxn,0.625,298569,0.427,61qD2suoJ2zp1NQHCiQdxn,,0.0209,6,0.0633,-11.398,1,0.0394,130.949,4,https://api.spotify.com/v1/tracks/61qD2suoJ2zp1NQHCiQdxn,audio_features,spotify:track:61qD2suoJ2zp1NQHCiQdxn,0.137
14,0.123,https://api.spotify.com/v1/audio-analysis/7fThISjo6Eowu1ymWy7NxL,0.664,255520,0.791,7fThISjo6Eowu1ymWy7NxL,,0.334,0,0.11,-7.506,1,0.0286,120.005,4,https://api.spotify.com/v1/tracks/7fThISjo6Eowu1ymWy7NxL,audio_features,spotify:track:7fThISjo6Eowu1ymWy7NxL,0.298
15,0.0164,https://api.spotify.com/v1/audio-analysis/1kqantjg5HlqWuv3ZdLh7d,0.509,361209,0.906,1kqantjg5HlqWuv3ZdLh7d,,0.794,1,0.0978,-6.61,1,0.0366,99.998,4,https://api.spotify.com/v1/tracks/1kqantjg5HlqWuv3ZdLh7d,audio_features,spotify:track:1kqantjg5HlqWuv3ZdLh7d,0.289
16,1.87e-05,https://api.spotify.com/v1/audio-analysis/5ww5lzQmXVaEmVJXCtFR4J,0.563,309653,0.713,5ww5lzQmXVaEmVJXCtFR4J,,0.156,2,0.439,-7.565,0,0.0275,119.985,4,https://api.spotify.com/v1/tracks/5ww5lzQmXVaEmVJXCtFR4J,audio_features,spotify:track:5ww5lzQmXVaEmVJXCtFR4J,0.221
17,0.00248,https://api.spotify.com/v1/audio-analysis/6qIWHV1zk5FEL6986mbrBk,0.732,249617,0.607,6qIWHV1zk5FEL6986mbrBk,,0.00513,5,0.314,-8.04,0,0.0577,123.97,4,https://api.spotify.com/v1/tracks/6qIWHV1zk5FEL6986mbrBk,audio_features,spotify:track:6qIWHV1zk5FEL6986mbrBk,0.702
18,0.00683,https://api.spotify.com/v1/audio-analysis/5a98u76nZcFgGrejxnh3LV,0.633,220551,0.682,5a98u76nZcFgGrejxnh3LV,,0.201,1,0.102,-10.343,1,0.0295,131.008,4,https://api.spotify.com/v1/tracks/5a98u76nZcFgGrejxnh3LV,audio_features,spotify:track:5a98u76nZcFgGrejxnh3LV,0.173
19,0.155,https://api.spotify.com/v1/audio-analysis/4DoIVmEuUPrVlcRYkfWI8l,0.619,252693,0.779,4DoIVmEuUPrVlcRYkfWI8l,,0.00214,1,0.0994,-6.997,1,0.0332,130.004,4,https://api.spotify.com/v1/tracks/4DoIVmEuUPrVlcRYkfWI8l,audio_features,spotify:track:4DoIVmEuUPrVlcRYkfWI8l,0.0693
0,0.136,https://api.spotify.com/v1/audio-analysis/1rfWFLmmUDKhEs1Q4vVlaf,0.424,228387,0.493,1rfWFLmmUDKhEs1Q4vVlaf,,0.0,4,0.0718,-6.874,0,0.0272,66.118,4,https://api.spotify.com/v1/tracks/1rfWFLmmUDKhEs1Q4vVlaf,audio_features,spotify:track:1rfWFLmmUDKhEs1Q4vVlaf,0.157
1,0.0718,https://api.spotify.com/v1/audio-analysis/0c2tta0LOg0UqLsL04uXWa,0.923,281973,0.615,0c2tta0LOg0UqLsL04uXWa,,0.00253,2,0.0923,-5.425,1,0.0437,97.002,4,https://api.spotify.com/v1/tracks/0c2tta0LOg0UqLsL04uXWa,audio_features,spotify:track:0c2tta0LOg0UqLsL04uXWa,0.222
2,0.691,https://api.spotify.com/v1/audio-analysis/6NQgyDkKwIQngBYjkPpDWV,0.441,298333,0.467,6NQgyDkKwIQngBYjkPpDWV,,0.0,3,0.118,-7.676,1,0.0316,137.726,4,https://api.spotify.com/v1/tracks/6NQgyDkKwIQngBYjkPpDWV,audio_features,spotify:track:6NQgyDkKwIQngBYjkPpDWV,0.207
3,0.512,https://api.spotify.com/v1/audio-analysis/6cMVwA1jH2k3wm5PnKtZ4r,0.482,183280,0.708,6cMVwA1jH2k3wm5PnKtZ4r,,0.000762,2,0.114,-7.244,1,0.0349,170.103,4,https://api.spotify.com/v1/tracks/6cMVwA1jH2k3wm5PnKtZ4r,audio_features,spotify:track:6cMVwA1jH2k3wm5PnKtZ4r,0.545
4,0.753,https://api.spotify.com/v1/audio-analysis/0CvG98qSGUuO934avV47sF,0.326,259280,0.339,0CvG98qSGUuO934avV47sF,,0.0,7,0.105,-8.17,1,0.0326,203.648,4,https://api.spotify.com/v1/tracks/0CvG98qSGUuO934avV47sF,audio_features,spotify:track:0CvG98qSGUuO934avV47sF,0.349
5,0.0599,https://api.spotify.com/v1/audio-analysis/2pdG6S8NSQH1KEDHkP2szQ,0.847,188813,0.891,2pdG6S8NSQH1KEDHkP2szQ,,1.35e-05,7,0.0546,-7.168,0,0.0565,118.028,4,https://api.spotify.com/v1/tracks/2pdG6S8NSQH1KEDHkP2szQ,audio_features,spotify:track:2pdG6S8NSQH1KEDHkP2szQ,0.924
6,0.0511,https://api.spotify.com/v1/audio-analysis/7eUdN2hODM00q8AI2E2r5d,0.469,257613,0.725,7eUdN2hODM00q8AI2E2r5d,,1.13e-06,1,0.261,-4.002,0,0.0483,98.295,4,https://api.spotify.com/v1/tracks/7eUdN2hODM00q8AI2E2r5d,audio_features,spotify:track:7eUdN2hODM00q8AI2E2r5d,0.783
7,0.0479,https://api.spotify.com/v1/audio-analysis/2SijJCL39piPygrTiuH6tX,0.845,253640,0.478,2SijJCL39piPygrTiuH6tX,,0.0,6,0.111,-6.181,0,0.0327,114.967,4,https://api.spotify.com/v1/tracks/2SijJCL39piPygrTiuH6tX,audio_features,spotify:track:2SijJCL39piPygrTiuH6tX,0.94
8,0.321,https://api.spotify.com/v1/audio-analysis/6LMeqihWnGPqBeQEIKxq2N,0.765,208533,0.62,6LMeqihWnGPqBeQEIKxq2N,,0.0,10,0.141,-6.136,1,0.0685,124.957,4,https://api.spotify.com/v1/tracks/6LMeqihWnGPqBeQEIKxq2N,audio_features,spotify:track:6LMeqihWnGPqBeQEIKxq2N,0.914
9,0.805,https://api.spotify.com/v1/audio-analysis/6WaMxCflLvw6GE9XjDgmw5,0.431,258960,0.294,6WaMxCflLvw6GE9XjDgmw5,,0.0,3,0.0958,-8.022,1,0.026,90.03,4,https://api.spotify.com/v1/tracks/6WaMxCflLvw6GE9XjDgmw5,audio_features,spotify:track:6WaMxCflLvw6GE9XjDgmw5,0.287
10,0.963,https://api.spotify.com/v1/audio-analysis/74WjYdm3Lvbwnds4thYPUU,0.212,177333,0.301,74WjYdm3Lvbwnds4thYPUU,,0.0033,2,0.13,-12.505,1,0.0384,84.025,4,https://api.spotify.com/v1/tracks/74WjYdm3Lvbwnds4thYPUU,audio_features,spotify:track:74WjYdm3Lvbwnds4thYPUU,0.0798
11,0.386,https://api.spotify.com/v1/audio-analysis/01Mi9xc3nOoxuJWSptf7LY,0.327,350867,0.681,01Mi9xc3nOoxuJWSptf7LY,,0.0,4,0.73,-6.393,1,0.0427,134.183,4,https://api.spotify.com/v1/tracks/01Mi9xc3nOoxuJWSptf7LY,audio_features,spotify:track:01Mi9xc3nOoxuJWSptf7LY,0.269
12,0.966,https://api.spotify.com/v1/audio-analysis/25ZYvZ2qFw7XCu8nzUxxmU,0.367,142173,0.186,25ZYvZ2qFw7XCu8nzUxxmU,,3.98e-05,6,0.0881,-13.574,1,0.0392,132.262,3,https://api.spotify.com/v1/tracks/25ZYvZ2qFw7XCu8nzUxxmU,audio_features,spotify:track:25ZYvZ2qFw7XCu8nzUxxmU,0.414
13,0.819,https://api.spotify.com/v1/audio-analysis/0tTbk9bpoFRDa19eVghS4d,0.369,318667,0.226,0tTbk9bpoFRDa19eVghS4d,,5.58e-05,7,0.103,-12.269,0,0.0338,128.552,4,https://api.spotify.com/v1/tracks/0tTbk9bpoFRDa19eVghS4d,audio_features,spotify:track:0tTbk9bpoFRDa19eVghS4d,0.235
14,0.945,https://api.spotify.com/v1/audio-analysis/4aE95aFiLdGQWb4nQ7Ktut,0.25,202173,0.268,4aE95aFiLdGQWb4nQ7Ktut,,0.0799,9,0.117,-14.054,1,0.0365,133.229,3,https://api.spotify.com/v1/tracks/4aE95aFiLdGQWb4nQ7Ktut,audio_features,spotify:track:4aE95aFiLdGQWb4nQ7Ktut,0.296
15,0.123,https://api.spotify.com/v1/audio-analysis/7cHWFXY1V6D2H0kvPFE9UM,0.418,255733,0.936,7cHWFXY1V6D2H0kvPFE9UM,,0.0,7,0.945,-4.755,1,0.0668,111.558,4,https://api.spotify.com/v1/tracks/7cHWFXY1V6D2H0kvPFE9UM,audio_features,spotify:track:7cHWFXY1V6D2H0kvPFE9UM,0.429
16,0.967,https://api.spotify.com/v1/audio-analysis/2zGVfygrdGVKCZ54sxCaQH,0.395,167027,0.246,2zGVfygrdGVKCZ54sxCaQH,,7.77e-06,10,0.505,-16.601,1,0.0644,110.022,1,https://api.spotify.com/v1/tracks/2zGVfygrdGVKCZ54sxCaQH,audio_features,spotify:track:2zGVfygrdGVKCZ54sxCaQH,0.208
17,0.974,https://api.spotify.com/v1/audio-analysis/2NQJ7r83PSAFELsKAEIU4v,0.244,252453,0.174,2NQJ7r83PSAFELsKAEIU4v,,0.0485,7,0.105,-16.742,1,0.0424,84.824,4,https://api.spotify.com/v1/tracks/2NQJ7r83PSAFELsKAEIU4v,audio_features,spotify:track:2NQJ7r83PSAFELsKAEIU4v,0.0398
18,0.957,https://api.spotify.com/v1/audio-analysis/7HS9zDYTUQmpEqiaUxrvzs,0.483,108493,0.251,7HS9zDYTUQmpEqiaUxrvzs,,4.38e-05,8,0.0722,-14.055,1,0.0468,77.532,3,https://api.spotify.com/v1/tracks/7HS9zDYTUQmpEqiaUxrvzs,audio_features,spotify:track:7HS9zDYTUQmpEqiaUxrvzs,0.695
19,0.513,https://api.spotify.com/v1/audio-analysis/7EphvqYS0DPdZnncTFJz1X,0.462,211960,0.566,7EphvqYS0DPdZnncTFJz1X,,5.22e-05,2,0.84,-7.915,1,0.0421,71.75,4,https://api.spotify.com/v1/tracks/7EphvqYS0DPdZnncTFJz1X,audio_features,spotify:track:7EphvqYS0DPdZnncTFJz1X,0.354
0,0.225,https://api.spotify.com/v1/audio-analysis/4yDMdRHPvEn4TLQhr43KDf,0.776,238720,0.493,4yDMdRHPvEn4TLQhr43KDf,,0.000229,11,0.0944,-7.324,0,0.037,111.989,4,https://api.spotify.com/v1/tracks/4yDMdRHPvEn4TLQhr43KDf,audio_features,spotify:track:4yDMdRHPvEn4TLQhr43KDf,0.523
1,0.306,https://api.spotify.com/v1/audio-analysis/7doQglASV6S4m6T6uhlZTz,0.737,363372,0.585,7doQglASV6S4m6T6uhlZTz,,0.000679,11,0.0997,-8.709,0,0.0689,125.122,4,https://api.spotify.com/v1/tracks/7doQglASV6S4m6T6uhlZTz,audio_features,spotify:track:7doQglASV6S4m6T6uhlZTz,0.491
2,0.00354,https://api.spotify.com/v1/audio-analysis/6UiJxnvA8efoqCxmWd7EPp,0.866,356325,0.604,6UiJxnvA8efoqCxmWd7EPp,,0.0876,11,0.0683,-7.386,0,0.0834,122.006,4,https://api.spotify.com/v1/tracks/6UiJxnvA8efoqCxmWd7EPp,audio_features,spotify:track:6UiJxnvA8efoqCxmWd7EPp,0.574
3,0.0803,https://api.spotify.com/v1/audio-analysis/6c8cE176QW5urx3W8BMyCn,0.754,238747,0.528,6c8cE176QW5urx3W8BMyCn,,2.32e-06,11,0.126,-7.186,0,0.0336,112.024,4,https://api.spotify.com/v1/tracks/6c8cE176QW5urx3W8BMyCn,audio_features,spotify:track:6c8cE176QW5urx3W8BMyCn,0.544
4,0.53,https://api.spotify.com/v1/audio-analysis/5qX5xpztOeHfiQnreL5cYC,0.76,313013,0.198,5qX5xpztOeHfiQnreL5cYC,,0.193,3,0.101,-14.43,1,0.0395,92.008,4,https://api.spotify.com/v1/tracks/5qX5xpztOeHfiQnreL5cYC,audio_features,spotify:track:5qX5xpztOeHfiQnreL5cYC,0.226
5,0.021,https://api.spotify.com/v1/audio-analysis/71kLavU3MB64Bekq5BgcYs,0.791,210714,0.811,71kLavU3MB64Bekq5BgcYs,,0.000802,11,0.0698,-6.127,0,0.0365,121.987,4,https://api.spotify.com/v1/tracks/71kLavU3MB64Bekq5BgcYs,audio_features,spotify:track:71kLavU3MB64Bekq5BgcYs,0.328
6,0.02,https://api.spotify.com/v1/audio-analysis/1lcgwaMpe3Ym4dLRjvLCiB,0.667,273999,0.578,1lcgwaMpe3Ym4dLRjvLCiB,,1.01e-06,4,0.083,-6.876,0,0.124,74.989,4,https://api.spotify.com/v1/tracks/1lcgwaMpe3Ym4dLRjvLCiB,audio_features,spotify:track:1lcgwaMpe3Ym4dLRjvLCiB,0.367
7,0.105,https://api.spotify.com/v1/audio-analysis/5GuaAbBnqQmZxBaa3MlgmX,0.857,183080,0.872,5GuaAbBnqQmZxBaa3MlgmX,,1.23e-05,10,0.0653,-4.374,0,0.0724,147.998,4,https://api.spotify.com/v1/tracks/5GuaAbBnqQmZxBaa3MlgmX,audio_features,spotify:track:5GuaAbBnqQmZxBaa3MlgmX,0.889
8,0.424,https://api.spotify.com/v1/audio-analysis/4BBWnTNnF8E2WvsBjisOt1,0.609,204467,0.6,4BBWnTNnF8E2WvsBjisOt1,,0.0,11,0.125,-5.964,1,0.0269,77.049,4,https://api.spotify.com/v1/tracks/4BBWnTNnF8E2WvsBjisOt1,audio_features,spotify:track:4BBWnTNnF8E2WvsBjisOt1,0.418
9,0.355,https://api.spotify.com/v1/audio-analysis/72Axk5Rh6IrHMlJrvXZrp6,0.655,220387,0.878,72Axk5Rh6IrHMlJrvXZrp6,,0.0,10,0.34,-4.245,1,0.0805,130.018,4,https://api.spotify.com/v1/tracks/72Axk5Rh6IrHMlJrvXZrp6,audio_features,spotify:track:72Axk5Rh6IrHMlJrvXZrp6,0.658
10,0.255,https://api.spotify.com/v1/audio-analysis/5IBysw5aMAWpgYdWwFYSMu,0.938,187787,0.523,5IBysw5aMAWpgYdWwFYSMu,,1.44e-06,9,0.0831,-8.582,1,0.0575,109.2,4,https://api.spotify.com/v1/tracks/5IBysw5aMAWpgYdWwFYSMu,audio_features,spotify:track:5IBysw5aMAWpgYdWwFYSMu,0.724
11,0.353,https://api.spotify.com/v1/audio-analysis/1UPk2HZfO92iNin2dErt8H,0.893,190520,0.508,1UPk2HZfO92iNin2dErt8H,,0.012,7,0.179,-7.206,0,0.0423,117.924,4,https://api.spotify.com/v1/tracks/1UPk2HZfO92iNin2dErt8H,audio_features,spotify:track:1UPk2HZfO92iNin2dErt8H,0.485
12,0.79,https://api.spotify.com/v1/audio-analysis/1nFscqbJQVYrFzL757PVHL,0.604,223840,0.454,1nFscqbJQVYrFzL757PVHL,,0.0,0,0.104,-8.509,1,0.028,96.625,4,https://api.spotify.com/v1/tracks/1nFscqbJQVYrFzL757PVHL,audio_features,spotify:track:1nFscqbJQVYrFzL757PVHL,0.325
13,0.0852,https://api.spotify.com/v1/audio-analysis/5usjfPpql6LIYsGXkptHdd,0.738,151013,0.696,5usjfPpql6LIYsGXkptHdd,,0.0,11,0.172,-5.592,1,0.0324,111.98,4,https://api.spotify.com/v1/tracks/5usjfPpql6LIYsGXkptHdd,audio_features,spotify:track:5usjfPpql6LIYsGXkptHdd,0.871
14,0.0435,https://api.spotify.com/v1/audio-analysis/2E9BDqYCyxkBb64vAOaI9u,0.752,196267,0.87,2E9BDqYCyxkBb64vAOaI9u,,5.61e-05,6,0.141,-4.506,1,0.0688,151.105,4,https://api.spotify.com/v1/tracks/2E9BDqYCyxkBb64vAOaI9u,audio_features,spotify:track:2E9BDqYCyxkBb64vAOaI9u,0.628
15,0.0146,https://api.spotify.com/v1/audio-analysis/7vHnt88q53CLvCKFBDeNC6,0.808,181480,0.798,7vHnt88q53CLvCKFBDeNC6,,0.0,11,0.0645,-4.153,1,0.185,127.015,4,https://api.spotify.com/v1/tracks/7vHnt88q53CLvCKFBDeNC6,audio_features,spotify:track:7vHnt88q53CLvCKFBDeNC6,0.699
16,0.0107,https://api.spotify.com/v1/audio-analysis/2JRY69O8YFrCVwIAqI8EGP,0.631,234213,0.909,2JRY69O8YFrCVwIAqI8EGP,,0.00273,2,0.695,-4.902,1,0.0344,92.037,4,https://api.spotify.com/v1/tracks/2JRY69O8YFrCVwIAqI8EGP,audio_features,spotify:track:2JRY69O8YFrCVwIAqI8EGP,0.393
17,0.186,https://api.spotify.com/v1/audio-analysis/2oJn2CbkuzOG7IrJMxnkAt,0.809,171008,0.814,2oJn2CbkuzOG7IrJMxnkAt,,0.0,11,0.164,-8.515,0,0.0577,133.015,4,https://api.spotify.com/v1/tracks/2oJn2CbkuzOG7IrJMxnkAt,audio_features,spotify:track:2oJn2CbkuzOG7IrJMxnkAt,0.806
18,0.0105,https://api.spotify.com/v1/audio-analysis/0EcICYllVT3ToydwAkK7Hy,0.693,146200,0.777,0EcICYllVT3ToydwAkK7Hy,,0.00567,9,0.152,-7.038,1,0.0319,117.918,4,https://api.spotify.com/v1/tracks/0EcICYllVT3ToydwAkK7Hy,audio_features,spotify:track:0EcICYllVT3ToydwAkK7Hy,0.623
19,0.223,https://api.spotify.com/v1/audio-analysis/7DgvUFWYki3P0es0EvduDQ,0.702,146960,0.669,7DgvUFWYki3P0es0EvduDQ,,2.43e-06,7,0.13,-8.297,1,0.12,179.098,4,https://api.spotify.com/v1/tracks/7DgvUFWYki3P0es0EvduDQ,audio_features,spotify:track:7DgvUFWYki3P0es0EvduDQ,0.589
0,0.474,https://api.spotify.com/v1/audio-analysis/44BRPiBjJ1qNXMzuwy9esh,0.681,323053,0.517,44BRPiBjJ1qNXMzuwy9esh,,0.0,6,0.132,-6.003,0,0.0265,105.969,4,https://api.spotify.com/v1/tracks/44BRPiBjJ1qNXMzuwy9esh,audio_features,spotify:track:44BRPiBjJ1qNXMzuwy9esh,0.483
1,0.741,https://api.spotify.com/v1/audio-analysis/14vsgRb6Zv1Tz9NGg8isUM,0.375,284038,0.43,14vsgRb6Zv1Tz9NGg8isUM,,2.45e-05,4,0.093,-9.761,1,0.0362,83.359,4,https://api.spotify.com/v1/tracks/14vsgRb6Zv1Tz9NGg8isUM,audio_features,spotify:track:14vsgRb6Zv1Tz9NGg8isUM,0.209
2,0.128,https://api.spotify.com/v1/audio-analysis/6Z9x4QynHfLwNAXAzn9X1Z,0.471,234000,0.469,6Z9x4QynHfLwNAXAzn9X1Z,,2e-05,11,0.132,-10.559,1,0.0379,119.857,4,https://api.spotify.com/v1/tracks/6Z9x4QynHfLwNAXAzn9X1Z,audio_features,spotify:track:6Z9x4QynHfLwNAXAzn9X1Z,0.0798
3,0.705,https://api.spotify.com/v1/audio-analysis/19KlfWv3Dd4Zwrhf32sQpb,0.4,240253,0.424,19KlfWv3Dd4Zwrhf32sQpb,,0.0,0,0.123,-8.46,0,0.113,196.927,5,https://api.spotify.com/v1/tracks/19KlfWv3Dd4Zwrhf32sQpb,audio_features,spotify:track:19KlfWv3Dd4Zwrhf32sQpb,0.554
4,0.995,https://api.spotify.com/v1/audio-analysis/5GaRRamkVUErMUVVnNoQRF,0.162,95005,0.0451,5GaRRamkVUErMUVVnNoQRF,,0.911,4,0.0925,-24.821,1,0.0593,66.583,4,https://api.spotify.com/v1/tracks/5GaRRamkVUErMUVVnNoQRF,audio_features,spotify:track:5GaRRamkVUErMUVVnNoQRF,0.0314
5,0.663,https://api.spotify.com/v1/audio-analysis/6Z5eBHL1OEUSE3wOSXiQgu,0.5,182773,0.343,6Z5eBHL1OEUSE3wOSXiQgu,,0.0,1,0.215,-9.506,1,0.0337,129.253,4,https://api.spotify.com/v1/tracks/6Z5eBHL1OEUSE3wOSXiQgu,audio_features,spotify:track:6Z5eBHL1OEUSE3wOSXiQgu,0.378
6,0.0474,https://api.spotify.com/v1/audio-analysis/66YB3N6RfTMLpQeFFgRAI2,0.535,224314,0.539,66YB3N6RfTMLpQeFFgRAI2,,0.000124,4,0.111,-11.058,1,0.0506,109.184,4,https://api.spotify.com/v1/tracks/66YB3N6RfTMLpQeFFgRAI2,audio_features,spotify:track:66YB3N6RfTMLpQeFFgRAI2,0.486
7,0.153,https://api.spotify.com/v1/audio-analysis/0KOjSvM1qyQC4Mj04k94jQ,0.554,278834,0.562,0KOjSvM1qyQC4Mj04k94jQ,,8.74e-06,1,0.107,-9.662,0,0.0376,109.421,4,https://api.spotify.com/v1/tracks/0KOjSvM1qyQC4Mj04k94jQ,audio_features,spotify:track:0KOjSvM1qyQC4Mj04k94jQ,0.516
